@StadeToulousain,
Census Johnston,@cenjohnston
Yohan Montes,@montesyohan
Gurthro Steenkamp,@gurthro
Gary Botha,@gvgbotha2
Virgile Lacombe,@guiloutt
Patricio Albacete,@patoalbacete
Greg Lamboley,@greglamboley
Yannick Nyanga,@YannickNyanga
Luke Burgess,@luburge
Luke McCalister,@McalisterLuke
Gael Fickou,@FickouG
Vincent Clerc,@VincentClerc
Yoann Huget,@Huget14
Maxime Medard,@MaxMedard
Clement Poitrenaud,@ClemPoitrenaud
