@usap_officiel,
Jeremy Castex,@jeremycastex40
Romain Terrain,@romainterrain
Maxime Delonca,@DeloncaM
Bertrand Guiry,@bertrandguiry
Luke Narraway,@lukenarraway
Alasdair Strokosch,@thebigstroker
Fabrice Catala,@CatalaFabrice
