@SFParisRugby,
Remi Bonfils,@bonfilsremi
Julien Dupuy,@juliendupuy9
Alexandre Flanquart,@A_Flanquart
Olivier Missoup,@MissoupO
Pascal Pape,@pascalpape
Jules Plisson,@Jules_plisson
Rabah Slimani,@slimrab89
Waisea Vuidravuwalu,@WVuidravuwalu
David Attoub,@boubie92
Hugo Bonneval,@hugobonneval
Djbril Camara,@camaradjibril4
Doumayrou Geoffrey,@doumgeof
Jerome Fillol,@jeromefillol
Sergio Parisse,@sergioparisse
Pierre Rabadan,@PierreRabadan
Morgan Turinui,@MorganTurinui
Anton Van Zyl,@AvanZylza
